,UF,Cidade,Nome,Funcao
313,PR,Missal,SILVIA MACCARI PETRICOSKI,Secretário(a) de Saúde
314,PR,NovaPratadoIguaçu,VANDERLEIA JACOMINI FAUST,Secretário(a) de Saúde
315,GO,NovaCrixás,SÉRGIO GIOVANE PEREIRA,Secretário(a) de Saúde
316,PB,Jacaraú,DANIELE PEREIRA MACIEL,Secretário(a) de Saúde
317,PE,Paranatama,Valdir Pimentel de Gois,Secretário(a) de Saúde
318,AL,Olivença,CLAUDINHA,Secretário(a) de Saúde
319,SP,Itu,Janaina Guerino Camargo,Secretário(a) de Saúde
320,PR,Tapira,Ilson de Paula,Secretário(a) de Saúde
321,SC,Xavantina,Domingos Luis Zanandréa,Secretário(a) de Saúde
322,AL,JequiádaPraia,KÁTIA VALERIA LIMA DE OLIVEIRA ,Secretário(a) de Saúde
323,MG,Guapé,MARCIA APARECIDA DOS REIS,Secretário(a) de Saúde
324,SC,Urubici,DIOGO GONDIN BLUMER,Secretário(a) de Saúde
325,AP,Macapá,ERICA ARANHA DE SOUSA AYAMORE,Secretário(a) de Saúde
326,PE,Garanhuns,CATARINA FÁBIA TENÓRIO,Secretário(a) de Saúde
327,PE,Itambé,HENRIQUE RODRIGUES COSTA,Secretário(a) de Saúde
328,PE,Paudalho,MARIA LUCIA MATIAS FERREIRA,Secretário(a) de Saúde
329,AL,Jacuípe,WANESSA POLLYANNE FERREIRA CAVALCANTI,Secretário(a) de Saúde
330,BA,Taperoá,LORENA LEMOS LEITE ,Secretário(a) de Saúde
331,SP,DoisCórregos,ELAINE SCARPIM NAIS,Secretário(a) de Saúde
332,SC,PresidenteCastelloBranco,Terezinha Matiolo,Secretário(a) de Saúde
333,PI,Jerumenha,MARCOS AUGUSTO DA ROCHA CARVALHO,Secretário(a) de Saúde
334,CE,Amontada,Felipe Jacinto de Oliveira Sousa,Secretário(a) de Saúde
335,CE,Forquilha,Eveline Maria Rangel Araújo,Secretário(a) de Saúde
336,CE,Itarema,FRANCISCO FONTENELE JÚNIOR,Secretário(a) de Saúde
337,CE,Massapê,FRANCISCO ROSEMIRO GUIMARAES XIMENES NETO,Secretário(a) de Saúde
338,CE,Milhã,Jamine Borges de Morais,Secretário(a) de Saúde
339,CE,Paraipaba,Ademaria Temoteo Rosa,Secretário(a) de Saúde
340,CE,Umirim,JOAO BATISTA SILVA FERREIRA,Secretário(a) de Saúde
341,CE,Varjota,Regiane Maria Pereira Nobre,Secretário(a) de Saúde
342,SE,GrachoCardoso,JOSÉ ADEILSON DOS SANTOS,Secretário(a) de Saúde
343,MG,Alvinópolis,MARÍLIA APARECIDA MARTINS COELI ,Secretário(a) de Saúde
344,MG,NovaLima,JOSÉ ROBERTO LINTZ MACHADO,Secretário(a) de Saúde
345,PR,Colombo,MARILDA FRANÇA GIMENES ZANONI,Secretário(a) de Saúde
346,MT,Arenápolis,LUIZ MÁRCIO LEITE DE OLIVEIRA,Secretário(a) de Saúde
347,MT,Nortelândia,FLÁVIO VINICIUS FONSECA DE SÁ,Secretário(a) de Saúde
348,SE,Umbaúba,DAYSE SILVEIRA DE SANTANA COSTA,Secretário(a) de Saúde
349,RJ,Araruama,SebastiãoTeixeira de Carvalho,Secretário(a) de Saúde
350,SE,Propriá,CARLOS ALBERTO FERNANDES DA SILVA ,Secretário(a) de Saúde
351,MS,ÁguaClara,CLÁUDIO MANOEL FREITAS MATHIAS,Secretário(a) de Saúde
352,CE,Granjeiro,Cícera Aderilma Soares Fernandes,Secretário(a) de Saúde
353,TO,Cachoeirinha,GEANDRO PAIVA DE OLIVEIRA,Secretário(a) de Saúde
354,TO,Esperantina,ELIEZER DE ALMEIDA FELIX,Secretário(a) de Saúde
355,TO,LagoadoTocantins,SAULO CAMPOS DA CRUZ,Secretário(a) de Saúde
356,TO,MaurilândiadoTocantins,KAROENY ALMEIDA SILVA,Secretário(a) de Saúde
357,TO,PalmeirasdoTocantins,GEFFERSON ARAUJO NOLETO,Secretário(a) de Saúde
358,TO,PauD'Arco,ALINE FERREIRA TEIXEIRA,Secretário(a) de Saúde
359,TO,SãoBentodoTocantins,LÁZARO MIRANDA DA SILVA ,Secretário(a) de Saúde
360,MA,SãoRaimundodasMangabeiras,VIVIANE DO NASCIMENTO IBIAPINO PINTO,Secretário(a) de Saúde
361,RN,TenenteAnanias,Juciê da Rocha Formiga Júnior,Secretário(a) de Saúde
362,MG,Tiros,JULIO CÉSAR DE MORAIS,Secretário(a) de Saúde
363,PA,Primavera,Vanessa Oliveira da Trindade,Secretário(a) de Saúde
364,MA,AldeiasAltas,Juliana de Sousa Oliveira Ximenes Cruz,Secretário(a) de Saúde
365,PR,Araucária,BRUNO RODELLI MENDES FONTES,Secretário(a) de Saúde
366,RS,AntônioPrado,Jordana Serafim Claro,Secretário(a) de Saúde
367,PA,Rurópolis,FRANCISCA SOARES SCHOMMER,Secretário(a) de Saúde
368,MG,Guiricema,AURILENE DO CARMO EMÍDIO ,Secretário(a) de Saúde
369,SC,Taió,ROSE CRISTIANE HERMES,Secretário(a) de Saúde
370,RS,FaxinaldoSoturno,Lourenço Domingos Moro,Secretário(a) de Saúde
371,RO,Corumbiara,CAROLINA SOUSA CRUZ ROSA,Secretário(a) de Saúde
372,RO,RioCrespo,ANDREIA CUSTODIA BARBOSA FERREIRA,Secretário(a) de Saúde
373,RO,AltoParaíso,DIULLI ARAUJO DE JESUS,Secretário(a) de Saúde
374,RO,NovoHorizontedoOeste,GILMAR DA SILVA FERREIRA,Secretário(a) de Saúde
375,RO,CampoNovodeRondônia,EDIMARA DA SILVA,Secretário(a) de Saúde
376,RO,CandeiasdoJamari,GERLANIA PEREIRA DE SOUSA,Secretário(a) de Saúde
377,RO,Castanheiras,RONALDO FRIGO DOS ANJOS,Secretário(a) de Saúde
378,RO,GovernadorJorgeTeixeira,ROSILDA TOMAZ DE SOUSA,Secretário(a) de Saúde
379,RO,ItapuãdoOeste,MARCIO BRUCE CHRISTO,Secretário(a) de Saúde
380,RO,MinistroAndreazza,LEVI GOMES GONÇALVES,Secretário(a) de Saúde
381,RO,MirantedaSerra,JOSÉ EDIMILSON SANTOS,Secretário(a) de Saúde
382,RO,MonteNegro,ALCIONE BAIETA DA SILVA,Secretário(a) de Saúde
383,RO,Seringueiras,DANIELLY KARINA DE PAIVA,Secretário(a) de Saúde
384,RO,Theobroma,JEOVANE CORDEIRO FORGIARNI,Secretário(a) de Saúde
385,RO,Urupá,JOSÉ ROBERTO DE SOUZA,Secretário(a) de Saúde
386,MA,PresidenteVargas,JANAINA JORGE  DINO,Secretário(a) de Saúde
387,CE,Aquiraz,DAVID FAUSTINO DE LIMA,Secretário(a) de Saúde
388,BA,Pindaí,EVERTON GOMES DA SILVA BUENO,Secretário(a) de Saúde
389,AL,DelmiroGouveia,GEONICE,Secretário(a) de Saúde
390,MG,Caeté,ALISSON VITOR MARQUES,Secretário(a) de Saúde
391,SC,Itapiranga,CLAIR MARIA HECK HEINEN,Secretário(a) de Saúde
392,SC,Ituporanga,JOSÉ CARLOS DE FARIAS,Secretário(a) de Saúde
393,MA,Matinha,JOANA BATISTA DOS SANTOS AMORIM,Secretário(a) de Saúde
394,PR,CornélioProcópio,ANGELICA OLCHANESKI ,Secretário(a) de Saúde
395,PR,SãoJoãodoTriunfo,ETIELE OLIVEIRA LARA,Secretário(a) de Saúde
396,SC,SãoMigueldoOeste,DAIANA SARA SIRTOLI,Secretário(a) de Saúde
397,MT,Canarana,ODAILTON REZENDE SANTEIRO,Secretário(a) de Saúde
398,SE,SantaLuziadoItanhy,KÊNIA OLIVEIRA LIMA BITTENCOURT,Secretário(a) de Saúde
399,MG,Raposos,ALEXANDRE ANTÔNIO DOS ANJOS,Secretário(a) de Saúde
400,RS,Agudo,Graciela de Lima Brachet,Secretário(a) de Saúde
401,RS,Arvorezinha,Daniel Borges de Lima,Secretário(a) de Saúde
402,MG,SãoJoãodaMata,JORGE LUIZ BORGES FERNANDES,Secretário(a) de Saúde
403,ES,Itaguaçu,Enelzabeth Iguesias Brito,Secretário(a) de Saúde
404,SC,Capinzal,KAMILLE SANTORI BEAL,Secretário(a) de Saúde
405,SC,VidalRamos,OLDIMAR SOUZA ,Secretário(a) de Saúde
406,RS,BarradoRibeiro,Leonice Salete Capitanio de Souza,Secretário(a) de Saúde
407,RS,SãoValentim,IVONIR MARTINELLI,Secretário(a) de Saúde
408,AM,Ipixuna,DAVI FARIAS DE OLIVEIRA,Secretário(a) de Saúde
409,RN,NísiaFloresta,LIDIANE RODRIGUES DA COSTA ,Secretário(a) de Saúde
410,SP,BadyBassitt,ROBERTA AMORIM PEREIRA,Secretário(a) de Saúde
411,SP,Cajamar,PATRICIA HADDAD,Secretário(a) de Saúde
412,SP,CândidoRodrigues,CÍCERA SILVA SANTANA VALÊNCIO,Secretário(a) de Saúde
413,SP,CássiadosCoqueiros,RITA DE CÁSSIA GONÇALVES PERLOTE,Secretário(a) de Saúde
414,SP,Colômbia,ADILEU STORTI,Secretário(a) de Saúde
415,SP,EmbudasArtes,RAUL SILVEIRA BUENO JUNIOR,Secretário(a) de Saúde
416,SP,Itapevi,Maria Aparecida Luisa Nasi,Secretário(a) de Saúde
417,SP,Luiziânia,Cláudio Galego Felcar,Secretário(a) de Saúde
418,SP,Pardinho,Solange Longas Nogueira,Secretário(a) de Saúde
419,SP,Peruíbe,Mariana Trazzi,Secretário(a) de Saúde
420,SP,Sagres,CICERA SUELI DE OLIVEIRA DEL COMPARE,Secretário(a) de Saúde
421,SP,Salmourão,LUANA CRISTINA PRAVATTO,Secretário(a) de Saúde
422,SP,Sarutaiá,ELIANE APARECIDA DE MATOS,Secretário(a) de Saúde
423,SP,Taguaí,RENATA BERGAMO PIRES,Secretário(a) de Saúde
424,PR,SaltodoLontra,Jocineia Ribeiro do Nascimento,Secretário(a) de Saúde
425,SC,Piratuba,RODRIGO ADRIANO CASAGRANDE,Secretário(a) de Saúde
426,RS,RocaSales,Raquel Oestreich,Secretário(a) de Saúde
427,SE,PortodaFolha,AYRLA RAMATHILA LIMA DE SOUZA,Secretário(a) de Saúde
428,SP,Osasco,FERNANDO MACHADO DE OLIVEIRA,Secretário(a) de Saúde
429,SP,Severínia,Sandra Helena Camacho de Domingos,Secretário(a) de Saúde
430,SP,TaboãodaSerra,JOSÉ ALBERTO TARIFA NOGUEIRA,Secretário(a) de Saúde
431,SP,Tapiraí,Pedro Canuto,Secretário(a) de Saúde
432,SC,Tangará,JULIANA CECATTO SAMISTIANO,Secretário(a) de Saúde
433,RS,RioGrande,ZELIONARA PEREIRA BRANCO ,Secretário(a) de Saúde
434,TO,Angico,SERGIO MIRANDA LIMA,Secretário(a) de Saúde
435,TO,Araguanã,LUCAS GOMES LIMA,Secretário(a) de Saúde
436,TO,BomJesusdoTocantins,ANDREIA VIEIRA DE SOUSA,Secretário(a) de Saúde
437,TO,BrasilândiadoTocantins,VALDECI PEREIRA DE SOUSA ,Secretário(a) de Saúde
438,TO,CariridoTocantins,LEANDRO EVARISTO DA SILVA,Secretário(a) de Saúde
439,TO,Carmolândia,DANIEL PEREIRA CARNEIRO,Secretário(a) de Saúde
440,TO,CarrascoBonito,INACIO ALVES DA CONCEIÇÃO,Secretário(a) de Saúde
441,TO,Centenário,JÂNIO SOARES MARTINS ,Secretário(a) de Saúde
442,TO,LagoadaConfusão,IODETE COELHO DE OLIVEIRA ,Secretário(a) de Saúde
443,TO,Mateiros,SINVALDO DOS SANTOS MARAES,Secretário(a) de Saúde
444,TO,NovoJardim,CRISTIANE PINTO DE ALBURQUERQUE,Secretário(a) de Saúde
445,TO,Palmeirante,MATHEUS MARTINS LUZ,Secretário(a) de Saúde
446,TO,Piraquê,JAIR PEREIRA LIMA,Secretário(a) de Saúde
447,TO,Riachinho,JOSE GUILHERME ANTUNES DE CARVALHO,Secretário(a) de Saúde
448,TO,RiodaConceição,EMERSON LUIZ POVOA BEZERRA,Secretário(a) de Saúde
449,TO,SãoFélixdoTocantins,JARLA DE ABREU RIBEIRO ,Secretário(a) de Saúde
450,TO,SãoMigueldoTocantins,EUDILENE FLORENCIO DA SILVA ,Secretário(a) de Saúde
451,TO,SãoSalvadordoTocantins,ELYSANYA TAVARES BEZERRA,Secretário(a) de Saúde
452,TO,Sucupira,SIMONE BOTELHO AZEVEDO MILHOMEM,Secretário(a) de Saúde
453,TO,TaipasdoTocantins,MANOEL RODRIGUES PEREIRA,Secretário(a) de Saúde
454,BA,Ibitiara,QUINTINO DE SOUZA PEREIRA,Secretário(a) de Saúde
455,BA,LafaieteCoutinho,JULIANA GALVÃO,Secretário(a) de Saúde
456,SC,Xaxim,UILIAN CAVALHEIRO,Secretário(a) de Saúde
457,PI,Jaicós,AUDELI COUTINHO VELOSO RAMOS,Secretário(a) de Saúde
458,SC,SãoCarlos,THIAGO MEZZOMO,Secretário(a) de Saúde
459,PE,Calçado,MARIA LUCICLEIDE ALVES DE MEDEIROS,Secretário(a) de Saúde
460,BA,Abaíra,ALEX SANDRO SILVA MIRANDA,Secretário(a) de Saúde
461,BA,BeloCampo,FABIO MAIA PRADO,Secretário(a) de Saúde
462,BA,SãoDesidério,ADRIANO JOSE DE OLIVEIRA ALMEIDA,Secretário(a) de Saúde
463,MG,Andradas,JOSIANE VALIM DIAS,Secretário(a) de Saúde
464,SP,SãoPedro,LEANDRO CARNEIRO SANCHES,Secretário(a) de Saúde
465,AM,AtalaiadoNorte,JAMES RODRIGUES GUEDES,Secretário(a) de Saúde
466,CE,BelaCruz,RENATA MORAIS ANDRADE,Secretário(a) de Saúde
467,PR,CampoLargo,DANIELE CRISTIANE FELDATO,Secretário(a) de Saúde
468,BA,Banzaê,MARGARETE MARIA FERREIRA DE OLIVEIRA,Secretário(a) de Saúde
469,BA,Caraíbas,JOEL LIMA MEIRA,Secretário(a) de Saúde
470,BA,FeiradaMata,RAMON FILADELFO,Secretário(a) de Saúde
471,BA,Igrapiúna,ERICA AZEVEDO DE MATOS,Secretário(a) de Saúde
472,BA,ItaguaçudaBahia,MIRIAM MARA DE CARVALHO DA CRUZ,Secretário(a) de Saúde
473,BA,Jucuruçu,DHIEGO SANTOS DA SILVA,Secretário(a) de Saúde
474,BA,NovaRedenção,RAQUEL MEIRE COSTA CRUZ ,Secretário(a) de Saúde
475,BA,NovoTriunfo,FERNANDA MATOS SANTANA,Secretário(a) de Saúde
476,BA,PiraídoNorte,FERNANDA SIBERE SOUZA ,Secretário(a) de Saúde
477,BA,PontoNovo,KELLYN DUANY CARNEIRO SILVA,Secretário(a) de Saúde
478,BA,PresidenteTancredoNeves,ERIVALDO SANTOS BRITO,Secretário(a) de Saúde
479,BA,SítiodoMato,DAVI DE OLIVEIRA NUNES,Secretário(a) de Saúde
480,BA,Sobradinho,JOSEFA MOREIRA CRUZ,Secretário(a) de Saúde
481,BA,Umburanas,GEORGE LOPES RIBEIRO DE ALMEIDA,Secretário(a) de Saúde
482,BA,Vereda,JOYCE DE SOUZA FERNANDES,Secretário(a) de Saúde
483,MG,Capelinha,ÉRICA SOUSA NOGUERIA,Secretário(a) de Saúde
484,MG,Sabinópolis,FLAVIANO DE PINHO AMARAL,Secretário(a) de Saúde
485,MT,Araguainha,VALTER RUBENS ALVES DIAS,Secretário(a) de Saúde
486,AM,Manaquiri,ROSIJANE BENTES DUARTE ,Secretário(a) de Saúde
487,BA,AméricaDourada,MARCIA BRITO DOURADO ,Secretário(a) de Saúde
488,BA,Diasd'Ávila,RODRIGO DOS REIS MARTINS,Secretário(a) de Saúde
489,BA,Guajeru,ÉRICA LEAL CANGUSSU,Secretário(a) de Saúde
490,BA,Mansidão,TIAGO ORUNESU ARAUJO,Secretário(a) de Saúde
491,BA,SãoGabriel,FABIANA SILVA ROCHA,Secretário(a) de Saúde
492,BA,TanqueNovo,WESLEY CARNEIRO SILVA,Secretário(a) de Saúde
493,BA,VárzeadaRoça,CLÉCIA VILAS BÔAS CERQUEIRA SILVA,Secretário(a) de Saúde
494,BA,VárzeaNova,FLORISVALDO SANTOS SILVA,Secretário(a) de Saúde
495,BA,Wanderley,JOSIELTON SANTOS DE JESUS,Secretário(a) de Saúde
496,BA,Canudos,WASHINTOM LUIZ FERREIRA ROCHA,Secretário(a) de Saúde
497,PI,Aroazes,THAISA VELOSO BOMFIM M. BERTINO,Secretário(a) de Saúde
498,SC,Xanxerê,FRANCIS MARA ZAGO,Secretário(a) de Saúde
499,RJ,Paraty,CARLA LACERDA DA SILVA ,Secretário(a) de Saúde
500,SP,Paulínia,FABIO LUIZ ALVES,Secretário(a) de Saúde
501,SP,Restinga,Rosana Pedrogão Camilo,Secretário(a) de Saúde
502,SP,Salesópolis,Paulo Arouca Sobreira,Secretário(a) de Saúde
503,SP,SebastianópolisdoSul,Rafaela Servignani Curti,Secretário(a) de Saúde
504,SP,Silveiras,Denise Bueno Gonçalves de Carvalho,Secretário(a) de Saúde
505,RS,Crissiumal,SUELEN COCCO,Secretário(a) de Saúde
506,RS,Espumoso,MARILEISA VALANDRO,Secretário(a) de Saúde
507,RS,Esteio,ANA BOLL,Secretário(a) de Saúde
508,RS,FredericoWestphalen,Tais Candaten,Secretário(a) de Saúde
509,RS,Horizontina,Darlan Dewes,Secretário(a) de Saúde
510,RS,Ibirubá,CARLOTA ELISA  ARTMANN,Secretário(a) de Saúde
511,RS,Marau,DOUGLAS KURTZ,Secretário(a) de Saúde
512,RS,NovaPetrópolis,Martim Wissmann,Secretário(a) de Saúde
513,RS,Rolante,LENOIR LAURI SCHONARDIE,Secretário(a) de Saúde
514,RS,Sananduva,KAREN RAYMUNDI FINCATO,Secretário(a) de Saúde
515,RS,Sapiranga,JANETE SALVA TI HESS,Secretário(a) de Saúde
516,PE,Brejão,Erica Mirele dos Santos Moreira,Secretário(a) de Saúde
517,PE,Brejinho,FRANCIELY MARIA RODRIGUES DE LUCENA,Secretário(a) de Saúde
518,PE,TerraNova,SAMARA AILSAN DE SÁ CALLOU,Secretário(a) de Saúde
519,MG,Aguanil,ANTONIO JOSÉ MANOEL,Secretário(a) de Saúde
520,MG,ÁguasVermelhas,VALERIA SILVA LARCEDA LOPES,Secretário(a) de Saúde
521,MG,Alpercata,Eliane Cristina Damasceno Coleta,Secretário(a) de Saúde
522,MG,Alvarenga,GERALDO FELICIO JUNIOR,Secretário(a) de Saúde
523,MG,AmparodoSerra,MARIA DA CONCEIÇÃO PEREIRA,Secretário(a) de Saúde
524,MG,CachoeiradePajeú,NEILE MENDES LIMA,Secretário(a) de Saúde
525,MG,AntônioPradodeMinas,CAIO CESAR DA SILVA,Secretário(a) de Saúde
526,MG,Araçaí,ONEI ANGELA KOHL RODRIGUES DA ROCHA,Secretário(a) de Saúde
527,MG,Aracitaba,MARCILIA BONIFACIO DE FARIA,Secretário(a) de Saúde
528,MG,Arantina,ALESSANDRA HELENA DE ALMEIDA REZENDE,Secretário(a) de Saúde
529,MG,Araponga,JAQUELINE PEREIRA LOPES,Secretário(a) de Saúde
530,MG,Arapuá,LILIAN FONSECA DE MATTOS VELOSO,Secretário(a) de Saúde
531,MG,Argirita,LEONEO GONÇALVES DE ALMEIDA ,Secretário(a) de Saúde
532,MG,Arinos,SORAYA ALMEIDAMAGALHAES VIEIRA,Secretário(a) de Saúde
533,MG,AugustodeLima,THOMAS MARTINS PASSOS DE CARVALHO,Secretário(a) de Saúde
534,MG,Bandeira,PAULA MARCELA LIMA FIGUEIREDO,Secretário(a) de Saúde
535,MG,BandeiradoSul,LIDIANE LOPES DE CAMARGO MELO,Secretário(a) de Saúde
536,MG,BeloOriente,RANIERI MARTINELLI RESENDE DO PRADO,Secretário(a) de Saúde
537,MG,Berilo,GILVANDRO PEREIRA DA COSTA,Secretário(a) de Saúde
538,MG,Bertópolis,SAMIA ROBERTA ALVES SILVA,Secretário(a) de Saúde
539,MG,Biquinhas,Euclipedes Pinto Coelho,Secretário(a) de Saúde
540,MG,BomJesusdaPenha,IGOR  LUIZ  DE SOUZA SILVA,Secretário(a) de Saúde
541,MG,BonfinópolisdeMinas,NILVESIA BRANDAO ,Secretário(a) de Saúde
542,MG,Botumirim,EUNICE LUZIA SOUSA LOPES,Secretário(a) de Saúde
543,MG,Buritis,MICHAELY MONIK CARDOSO,Secretário(a) de Saúde
544,MG,Buritizeiro,SINVALDO ALVES PEREIRA,Secretário(a) de Saúde
545,MG,CachoeiradaPrata,PATRICIA JULIANA RODRIGUES COSTA,Secretário(a) de Saúde
546,MG,Caiana,NATASCHA ROSSINI FILGUEIRAS,Secretário(a) de Saúde
547,MG,Caparaó,ELIZABETE GOMES DA SILVA,Secretário(a) de Saúde
548,MG,CapitãoEnéas,ADRIANO SOUZA SANTOS,Secretário(a) de Saúde
549,MG,Caranaíba,VANDA VIEIRA DA SILVA,Secretário(a) de Saúde
550,MG,ConceiçãodaBarradeMinas,MÁRIO LÚCIO BATISTA DE OLIVEIRA,Secretário(a) de Saúde
551,MG,CatasAltasdaNoruega,APARECIDA ROSA DA SILVA,Secretário(a) de Saúde
552,MG,CentraldeMinas,DANIELE CRISTINA SILVA OLIVEIRA,Secretário(a) de Saúde
553,MG,Chácara,CLEIDIANE INES DE SOUSA SANTOS,Secretário(a) de Saúde
554,MG,Chalé,REGINALDO DIAS RAPOSO ,Secretário(a) de Saúde
555,MG,ChapadadoNorte,IVANILTON FERREIRA DE FIGUEIREDO,Secretário(a) de Saúde
556,MG,ConceiçãodasPedras,FLAVIA RENATA PEREIRA,Secretário(a) de Saúde
557,MG,ConceiçãodoPará,JANAINA APARECIDA DE FREITAS,Secretário(a) de Saúde
558,MG,CongonhasdoNorte,FLÁVIA ALMEIDA SANTANA ,Secretário(a) de Saúde
559,MG,Consolação,SELMA APARECIDA DE OLIVEIRA NOGUEIRA,Secretário(a) de Saúde
560,MG,Cordislândia,PAULO ROBERTO XIMENES,Secretário(a) de Saúde
561,MG,CoronelXavierChaves,JOELMA CONCEIÇAO RESENDE,Secretário(a) de Saúde
562,MG,CórregoNovo,ANGELA LIMA BARROSO,Secretário(a) de Saúde
563,MG,CoutodeMagalhãesdeMinas,WELERSON FRANÇA COELHO,Secretário(a) de Saúde
564,MG,Cristália,ALISON ROGERES DA SILVA OLIVEIRA,Secretário(a) de Saúde
565,MG,CristianoOtoni,TAYNARA STÉFANE COSTA,Secretário(a) de Saúde
566,MG,CruzeirodaFortaleza,NÚBIA APARECIDA MEDEIROS,Secretário(a) de Saúde
567,MG,Datas,LUCAS EDSON DA COSTA,Secretário(a) de Saúde
568,MG,DesterrodoMelo,FRANCISCO BARBOSA AFONSO,Secretário(a) de Saúde
569,MG,Divinésia,MARILEA ALVES VALENTE,Secretário(a) de Saúde
570,MG,DivinodasLaranjeiras,MARLENE ALVES ,Secretário(a) de Saúde
571,MG,DivinolândiadeMinas,IVANETE SARA ANDRADE COELHO,Secretário(a) de Saúde
572,MG,DomCavati,CLEIDE SOARES PEREIRA,Secretário(a) de Saúde
573,MG,DoresdeGuanhães,CLEIDE LÚCIA DOS SANTOS,Secretário(a) de Saúde
574,MG,Doresópolis,EDSON LUIZ MOREIRA JUNIOR,Secretário(a) de Saúde
575,MG,Douradoquara,ANCELMO GERÔNIMO GALVÃO,Secretário(a) de Saúde
576,MG,EngenheiroCaldas,EDSON ALVES DE OLIVEIRA,Secretário(a) de Saúde
577,MG,EngenheiroNavarro,DEYVERSON RICARDO PEREIRA DE SOUZA,Secretário(a) de Saúde
578,MG,EspíritoSantodoDourado,LUCILENE ALVARENGA LOIOA,Secretário(a) de Saúde
579,MG,FelíciodosSantos,CASSIO VINICIUS MARTINS,Secretário(a) de Saúde
580,MG,SãoGonçalodoRioPreto,RONILDA LUCIOLA DE SOUZA,Secretário(a) de Saúde
581,MG,Felisburgo,ALESSANDRO BRAGA SOUTO,Secretário(a) de Saúde
582,MG,FernandesTourinho,ZILENE GOMES DE SOUSA,Secretário(a) de Saúde
583,MG,Florestal,ARIANE GONÇALVES CRUZ RIBEIRO,Secretário(a) de Saúde
584,MG,Formoso,GLAUCIA HELENA MAGALHES DE QUEIROZ,Secretário(a) de Saúde
585,MG,FortalezadeMinas,EDINA APARECIDA DE ANDRADE GONCALVES,Secretário(a) de Saúde
586,MG,FortunadeMinas,ELTO SAVIO REZENDE DUTRA,Secretário(a) de Saúde
587,MG,FranciscoBadaró,CLÁUDIO VANDERLEY DE ARAÚJO,Secretário(a) de Saúde
588,MG,FranciscoDumont,NILSO JOSÉ DE AZEVEDO,Secretário(a) de Saúde
589,MG,FronteiradosVales,VERANUBIA BATISTA ALVES,Secretário(a) de Saúde
590,MG,Gonçalves,ANGÉLICA DE FATIMA BARBOSA,Secretário(a) de Saúde
591,MG,Gonzaga,RICARDO DE SOUSA COELHO,Secretário(a) de Saúde
592,MG,Grupiara,GERALDO VIEIRA GUIMARAES NETO,Secretário(a) de Saúde
593,MG,Guarda-Mor,GILMAR ANTONIO DA SILVA,Secretário(a) de Saúde
594,MG,Guimarânia,ALEX GUIMARAES NUNES,Secretário(a) de Saúde
595,MG,Ibertioga,ROBERTO ELIAS TEIXEIRA BEDRAN ,Secretário(a) de Saúde
596,MG,Ibiaí,DIANA APARECIDA DE JESUS CARDOSO NASCIMENTO,Secretário(a) de Saúde
597,MG,Ibirité,CARINA BITARÃES,Secretário(a) de Saúde
598,MG,IbitiúradeMinas,VERA LUCIA DE OLIVEIRA CARVALHO,Secretário(a) de Saúde
599,MG,Ibituruna,WELLINGTON EMÍDIO DE RESENDE,Secretário(a) de Saúde
600,MG,Igarapé,LEONARDO ROBERTO BARBERÁ,Secretário(a) de Saúde
601,MG,Igaratinga,MARCELO SOARES FERREIRA,Secretário(a) de Saúde
602,MG,Ijaci,RODOLFO DE OLIVEIRA COSTA,Secretário(a) de Saúde
603,MG,Inconfidentes,ANDRÉ DE GODOY,Secretário(a) de Saúde
604,MG,Ingaí,CASSIANO ASSIS MOREIRA,Secretário(a) de Saúde
605,MG,IraídeMinas,SEBASTIANA MARIA MARTINS SANTOS,Secretário(a) de Saúde
606,MG,Itacambira,ANTONIO NETO DA SILVA,Secretário(a) de Saúde
607,MG,ItamaratideMinas,ELISANGELA DE MENDONÇA RODRIGUES SÃO THIAGO,Secretário(a) de Saúde
608,MG,ItambédoMatoDentro,CLEIDILENY APARECIDA  CHAVES,Secretário(a) de Saúde
609,MG,Itapeva,CLAUDIA VIVEANI DE MORAES ANDRADE,Secretário(a) de Saúde
610,MG,Itatiaiuçu,RENATA VILAÇA PEREIRA,Secretário(a) de Saúde
611,MG,Japaraíba,ELAINE MARIA FERNANDES,Secretário(a) de Saúde
612,MG,LagoadosPatos,ANTÔNIO HERCULANO RABELO NETO,Secretário(a) de Saúde
613,MG,LagoaFormosa,DAIANY ALVES DE MATOS,Secretário(a) de Saúde
614,MG,LeandroFerreira,MARIANA SANTOS BENTO,Secretário(a) de Saúde
615,MG,MaripádeMinas,DANIELA FERREIRA MANOEL,Secretário(a) de Saúde
616,MG,Marmelópolis,CLEBER MARTINS DE OLIVEIRA,Secretário(a) de Saúde
617,MG,Materlândia,RENAM APARECIDO DOS SANTOS,Secretário(a) de Saúde
618,MG,Medeiros,MARLENE APARECIDA OLIVEIRA CRUVINEL,Secretário(a) de Saúde
619,MG,Monjolos,ANGELA MARIA DE ASSIS,Secretário(a) de Saúde
620,MG,MorrodaGarça,FLÁVIA DE FREITAS MAIA,Secretário(a) de Saúde
621,MG,NacipRaydan,SERGIO GONÇALVES DOS SANTOS,Secretário(a) de Saúde
622,MG,Olaria,DANIELA APARECIDA SANTOS DE PAULA,Secretário(a) de Saúde
623,MG,OlímpioNoronha,WELINGTON ROCHA DE OLIVEIRA,Secretário(a) de Saúde
624,MG,OnçadePitangui,ROSANA MARIA ASSUNÇÃO DE VASCONCELOS,Secretário(a) de Saúde
